c,v,clauses_vars_ratio,vars_clauses_ratio,vcg_var_mean,vcg_var_coeff,vcg_var_min,vcg_var_max,vcg_var_entropy,vcg_clause_mean,vcg_clause_coeff,vcg_clause_min,vcg_clause_max,vcg_clause_entropy,vg_mean,vg_coeff,vg_min,vg_max,pnc_ratio_mean,pnc_ratio_coeff,pnc_ratio_min,pnc_ratio_max,pnc_ratio_entropy,pnv_ratio_mean,pnv_ratio_coeff,pnv_ratio_min,pnv_ratio_max,pnv_ratio_entropy,pnv_ratio_stdev,binary_ratio,ternary_ratio,ternary+,hc_fraction,hc_var_mean,hc_var_coeff,hc_var_min,hc_var_max,hc_var_entropy,unit_props_at_depth_1,unit_props_at_depth_4,unit_props_at_depth_16,unit_props_at_depth_64,unit_props_at_depth_256,mean_depth_to_contradiction_over_vars,estimate_log_number_nodes_over_vars,weighted_backtrack_estimate,knuths_estimate,recursive_estimate,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,saps_EstACL_Mean,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,gsat_EstACL_Mean,file_name,satzilla_base_t,satzilla_probe_t
315.0,120.0,2.625,0.3809523809523809,0.021031746031746,0.484848147728504,0.0,0.0571428571428571,1.87597966174918,0.021031746031746,0.4832546594288943,0.0083333333333333,0.0416666666666666,0.6680178186607534,0.0300386821395224,0.7684488163484068,0.0126984126984126,0.0888888888888888,0.1619047619047619,1.8527077350616024,0.0,1.0,0.6680178186607535,0.2722222222222222,1.0412164096999263,0.0,0.6666666666666667,1.0233990612727937,0.2834422448627577,0.7619047619047619,0.0,0.7619047619047619,0.8095238095238095,0.013095238095238,0.3589768816952901,0.0,0.0285714285714285,1.6532663405714385,0.0333333333333333,0.075,0.35,0.375,0.375,0.5143757982120051,0.5165741857706537,0.0,0.0,121.0,2.8892,0.869018262146,29.4911,0.131851597119,29.0,25.0,35.0,1.31142114222,0.267772113739,0.910963681238,0.0502567489007,1978.71153868,6.4491,0.381278783476,29.4863,0.13254079423,29.0,24.0,34.0,1.65347986352,0.242823134763,0.964281472446,0.0337658033463,4033.93743922,or-60-5-5-UC-30.txt.gz.no_w.txt,0.0162322521209716,6.3970983028411865
17198.0,6152.0,2.795513654096229,0.3577160134899407,0.0005208592464935,3.252364894092018,0.0,0.029770903593441,1.783566315856604,0.0005208592464935,0.4423575818629286,0.0001625487646293,0.0053641092327698,0.8544429028275236,0.0007341312185729,1.5708553998057042,5.814629608093964e-05,0.0130247703221304,0.476799627863705,0.5093263446961553,0.0,1.0,0.9850109641220224,0.013334158977852,6.579816992243054,0.0,0.8857142857142857,0.1972635404412926,0.0877363258197414,0.0839632515408768,0.6778113734155135,0.7617746249563903,0.4692987556692639,0.0002330294099277,3.654110084389664,0.0,0.0130247703221304,1.6939487613407864,0.0001625487646293,0.0004876462938881,0.0009752925877763,0.0030884265279583,0.0030884265279583,0.1017323054059075,0.1430742270933482,654.7172328097377,655.7172328097082,22176.0,27.7894736842,5.95629470801,1242.60526316,0.167293861764,1274.0,1253.0,1300.0,1.0678079327,0.238233658123,0.962053075761,0.185444129322,275199.644155,36.6,1.21955178288,1251.26666667,0.153594511442,1278.0,1254.0,1312.0,0.360947669629,0.556334371792,0.951595901906,0.0370239124821,458695.77921,min-32.txt.gz.no_w.txt,1.5469741821289062,13.314154624938965
500.0,200.0,2.5,0.4,0.013,0.4838210828774273,0.0,0.04,1.7191537281058549,0.013,0.4615384615384615,0.01,0.025,0.5004024235381879,0.0194141414141414,0.7795221831696543,0.008,0.074,0.12,2.0,0.0,0.6000000000000001,0.5004024235381879,0.3,1.0,0.0,0.6000000000000001,0.6931471805599453,0.3,0.8,0.0,0.8,0.8,0.008,0.3455068740271313,0.0,0.02,1.4578820457193524,0.02,0.065,0.25,0.735,0.735,0.966736641221374,0.9894272020887138,0.0,0.0,201.0,0.0,0.0,50.3612,0.100943433646,50.0,44.0,57.0,2.08270295478,0.0778274457451,1.0,0.0,14391.9940734,0.0,0.0,50.4017,0.102086753292,50.0,44.0,57.0,2.07987692405,0.0785127276968,1.0,0.0,14289.4960731,or-100-10-9.txt.gz.no_w.txt,0.0266849994659423,7.801925420761108
369.0,140.0,2.6357142857142857,0.3794037940379404,0.0179829655439411,0.4445770789667298,0.005420054200542,0.05420054200542,1.804346385414662,0.0179829655439411,0.4849894650621662,0.0071428571428571,0.0357142857142857,0.6775172499077158,0.0259775454897406,0.7629456326410943,0.010840108401084,0.1029810298102981,0.1653116531165311,1.839341340110475,0.0,1.0,0.6775172499077159,0.2828571428571428,1.0323091755924687,0.0,0.6666666666666667,1.0778556044191865,0.2919960239532983,0.7588075880758808,0.0,0.7588075880758808,0.8102981029810298,0.0112078977932636,0.3246747869729269,0.002710027100271,0.02710027100271,1.5342092381457453,0.0071428571428571,0.0857142857142857,0.3357142857142857,0.4142857142857143,0.4142857142857143,0.5944041252864782,0.5997914702405188,0.0,0.0,141.0,1.8142,1.16579016548,34.679,0.123586608341,35.0,29.0,40.0,1.30077251577,0.249699744551,0.915938388002,0.0393674920793,2650.84545933,5.8557,0.388561764609,34.7333,0.124176326454,35.0,29.0,40.0,1.65889031219,0.245158487766,0.966203403852,0.029971590068,5594.50393297,or-70-5-4-UC-30.txt.gz.no_w.txt,0.0251655578613281,6.87299656867981
368.0,140.0,2.628571428571429,0.3804347826086957,0.0180124223602484,0.455573066875976,0.0,0.0543478260869565,1.8252379925229327,0.0180124223602484,0.4838350069104235,0.0071428571428571,0.0357142857142857,0.6712284613401918,0.0261573350015639,0.7689061166894652,0.0108695652173913,0.092391304347826,0.1630434782608696,1.8482424083436677,0.0,1.0,0.671228461340192,0.2919047619047619,1.021904030256742,0.0,0.6666666666666667,1.0640884272245998,0.2982986526416109,0.7608695652173914,0.0,0.7608695652173914,0.8097826086956522,0.0112189440993788,0.3336723969275889,0.0,0.0271739130434782,1.6007828369033308,0.0142857142857142,0.0714285714285714,0.4214285714285714,0.5428571428571428,0.5428571428571428,0.6979655712050078,0.7137055208038932,0.0,0.0,141.0,0.4268,2.48906867862,35.0368,0.123641093653,35.0,29.0,41.0,1.41627078668,0.197710004591,0.926592225945,0.0310310059918,3516.05015895,3.7491,0.550395061445,35.1653,0.12382750348,35.0,30.0,41.0,1.69882347272,0.245907649158,0.968462421322,0.0291533024536,5872.07840575,or-70-20-10-UC-30.txt.gz.no_w.txt,0.0267069339752197,7.092410564422607
903.0,908.0,0.9944933920704846,1.0055370985603544,0.0036405813221713,1.7237028008868929,0.0,0.0265780730897009,1.2934217611920868,0.0036405813221713,0.1640768286305501,0.001101321585903,0.0044052863436123,0.796796280950948,0.0062075364400945,0.6219050128646808,0.0022148394241417,0.0199335548172757,0.4101144333702473,0.7491220469031684,0.0,1.0,1.27322772781317,0.0145833333333333,3.475670308878168,0.0,0.6000000000000001,0.3980650278823394,0.0506868586711399,0.0376522702104097,0.6157253599114064,0.6533776301218162,0.4174972314507198,0.0014415970260658,1.8018016584571324,0.0,0.0088593576965669,1.0614386593779814,0.0,0.0,0.0,0.0,0.0099118942731277,0.0823717493249964,0.2254668233423946,0.0,0.0,909.0,0.122856218315,3.82123959977,50.6653003991,0.0920941558563,51.0,45.0,57.0,0.511139024526,0.226527237612,0.790873658841,0.0497270977762,2997.18070916,17.2136,0.210994918367,50.687,0.092167685761,51.0,45.0,57.0,0.819238421997,0.580976676731,0.959209406927,0.038667429573,8922.09705773,75-14-7-q.txt.gz.no_w.txt,0.1160135269165039,10.907865524291992
263.0,100.0,2.63,0.3802281368821292,0.0252091254752851,0.454823038470647,0.0,0.0684410646387832,1.7700822243138958,0.0252091254752851,0.4840665621683624,0.01,0.05,0.6725001719951994,0.0355647732073587,0.7176365160420148,0.0152091254752851,0.1102661596958174,0.1634980988593156,1.846458906165508,0.0,1.0,0.6725001719951994,0.282,1.0325612213374846,0.0,0.6666666666666667,1.0662918366395633,0.2911822644171707,0.7604562737642585,0.0,0.7604562737642585,0.8098859315589354,0.0157034220532319,0.3331476284860004,0.0,0.0342205323193916,1.480331291127276,0.02,0.11,0.41,0.41,0.41,0.5525514403292181,0.5595725801023719,0.0,0.0,101.0,2.0593,0.806312564802,24.9787,0.144451299683,25.0,20.0,30.0,1.44804150381,0.234242200999,0.92580028242,0.0450923606611,1656.77223285,4.5097,0.430097069406,25.0335,0.144610025051,25.0,20.0,30.0,1.7691301166,0.228759202147,0.969761021576,0.0326643389428,2789.77987311,or-50-10-4-UC-30.txt.gz.no_w.txt,0.0144233703613281,5.315850257873535
2081269.0,518316.0,4.015444246367081,0.2490384472165779,5.651779013757966e-06,2.9237299198172506,0.0,0.0020718129179841,2.2720293608060014,5.651779013757967e-06,0.7610737340382948,1.929324967780273e-06,0.0001254061229057,0.7455825053097533,6.877195814691103e-06,2.168483408177013,4.804760941521735e-07,0.0015101363639202,0.4559197012887045,0.6521068641888873,0.0,1.0,0.9615624023346822,0.0462248376089992,2.243925282092285,0.0,0.9402985074626866,1.0080605327378027,0.1037250817714437,0.218768453284991,0.7259686277939085,0.9447370810788994,0.5979750815488051,3.0824672229476795e-06,3.340151699190066,0.0,0.0013583059181681,2.1444286384715,1.929324967780273e-06,1.929324967780273e-06,1.929324967780273e-06,1.929324967780273e-06,1.929324967780273e-06,0.0401145247300874,0.0401145247300874,0.0,0.0,518317.0,248674.0,0.0,0.0,0.0,0.0,0.0,0.0,20.221021611,0.0,5.02678325642,0.0,145075249.154,125295.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6108054125,0.0,1.67949976409,0.0,289195409.166,hash-11-1.txt.gz.no_w.txt,128.50792455673218,24.28252959251404
143.0,51.0,2.803921568627451,0.3566433566433566,0.0532017002605237,0.5372954160603457,0.0279720279720279,0.1748251748251748,2.0383244736228963,0.0532017002605237,0.1829715396834933,0.0196078431372549,0.0588235294117647,0.6523631212761746,0.0349650349650349,0.4978384650214384,0.0139860139860139,0.0979020979020979,0.3682983682983683,0.8131372065328046,0.0,1.0,0.8952987412249254,0.0710208527855586,1.401210516410816,0.0,0.3333333333333333,1.244602048028722,0.0995151658075892,0.2377622377622377,0.7412587412587412,0.9790209790209792,0.7762237762237763,0.0405868641162758,0.5438034962307461,0.0139860139860139,0.1328671328671328,1.8580320518690336,0.0980392156862745,0.7254901960784313,0.803921568627451,0.803921568627451,0.803921568627451,0.862637494021999,0.914776192060152,0.0,0.0,52.0,3.1796,1.04361852454,10.8682,0.328388491991,11.0,8.0,14.0,1.41391338177,0.332261877538,1.04025833488,0.724004296541,298.852381115,3.2553,1.01435552298,10.8927,0.331154968785,11.0,8.0,14.0,1.46629583515,0.307285141174,1.04794730408,0.71983023703,315.364117135,blasted_case33.txt.gz.no_w.txt,0.013761281967163,5.713616371154785
2313650.0,571768.0,4.046483888570189,0.2471281308754565,5.13000574484119e-06,2.9245330677748,0.0,0.0022509886975125,2.2886579081654355,5.130005744841189e-06,0.7532152928842732,1.7489611170964446e-06,0.0001136824726112,0.7446474955785785,6.16302895768507e-06,2.1861107454555504,4.322174918418949e-07,0.0014911503468545,0.454064219243395,0.6497220471029101,0.0,1.0,0.9583109917539888,0.0457395210523638,2.257617219735975,0.0,0.9402985074626866,1.0018718229271155,0.1032623303502926,0.2148311110150627,0.7283439586800078,0.9431750696950706,0.5961830873295443,2.793317645682651e-06,3.364218890550056,0.0,0.0014263177230782,2.1606503298630257,1.7489611170964446e-06,1.7489611170964446e-06,1.7489611170964446e-06,1.7489611170964446e-06,1.7489611170964446e-06,0.0169535545885743,0.0337269661820878,0.0,0.0,571769.0,284385.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5013292822,0.0,5.80007089086,0.0,143788956.889,140334.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74368251038,0.0,1.69193448184,0.0,341453555.442,hash-12-7.txt.gz.no_w.txt,140.0882670879364,23.410478830337524
